rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_international_outlook,scores_international_outlook_rank,scores_industry_income,scores_industry_income_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,location,aliases,subjects_offered,closed,unaccredited,Year,
251,251-275,University of Bremen,-,305,33.9,207,53,218,46.3,166,27.6,254,55.7,303,Germany,University of Bremen,"History, Philosophy & Theology,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Chemistry,Law,Economics & Econometrics,Sociology,Agriculture & Forestry,Art, Performing Arts & Design,Chemical Engineering,Physics & Astronomy,Business & Management,Biological Sciences,Politics & International Studies (incl Development Studies),Sport Science,Computer Science,Mathematics & Statistics,Education,Other Health,Geography,Psychology,Mechanical & Aerospace Engineering,Accounting & Finance,General Engineering,Communication & Media Studies",FALSE,FALSE,2015,
276,276-300,University College Cork,-,298,26.7,314,70.8,99,45.9,171,22.2,314,56.9,296,Ireland,University College Cork ucc,"Art, Performing Arts & Design,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Architecture,Education,Chemistry,History, Philosophy & Theology,Electrical & Electronic Engineering,Physics & Astronomy,Accounting & Finance,Law,Sociology,Economics & Econometrics,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Archaeology,Computer Science,Civil Engineering,Psychology,Languages, Literature & Linguistics,Agriculture & Forestry,Other Health,Biological Sciences,Communication & Media Studies,Medicine & Dentistry,Sport Science,Business & Management,General Engineering,Mathematics & Statistics,Geography",FALSE,FALSE,2015,
276,276-300,National Chiao Tung University,-,257,35,195,30.7,359,98.2,25,40.7,124,40.4,386,Taiwan,National Chiao Tung University,"Accounting & Finance,Mechanical & Aerospace Engineering,General Engineering,Chemical Engineering,Chemistry,Civil Engineering,Business & Management,Biological Sciences,Electrical & Electronic Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Law,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Computer Science,Mathematics & Statistics,Architecture,Education,Physics & Astronomy",FALSE,FALSE,2015,
276,276-300,Shanghai Jiao Tong University,-,278,37.9,163,23.9,389,88.4,39,37.9,145,38.9,392,China,Shanghai Jiao Tong University SJTU,"Medicine & Dentistry,Veterinary Science,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Civil Engineering,Communication & Media Studies,Electrical & Electronic Engineering,Physics & Astronomy,Computer Science,Chemistry,History, Philosophy & Theology,Education,Biological Sciences,Architecture,Chemical Engineering,Agriculture & Forestry,Sociology,Economics & Econometrics,Mechanical & Aerospace Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Other Health,Sport Science,Accounting & Finance,General Engineering,Psychology,Business & Management,Law,Geology, Environmental, Earth & Marine Sciences",FALSE,FALSE,2015,
276,276-300,University of South Australia,-,361,25.7,325,80.8,56,83.9,50,24,291,52.7,322,Australia,University of South Australia,"Education,Communication & Media Studies,Architecture,Computer Science,Biological Sciences,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Business & Management,Electrical & Electronic Engineering,Languages, Literature & Linguistics,Law,Other Health,Sport Science,Accounting & Finance,General Engineering,Sociology,Art, Performing Arts & Design,Economics & Econometrics,Mathematics & Statistics,Civil Engineering,Psychology,History, Philosophy & Theology,Mechanical & Aerospace Engineering",FALSE,FALSE,2015,
276,276-300,Norwegian University of Science and Technology,-,263,33.5,211,54.7,203,45,173,29.6,226,49.6,346,Norway,Norwegian University of Science and Technology,"Geology, Environmental, Earth & Marine Sciences,Computer Science,Psychology,Civil Engineering,History, Philosophy & Theology,Education,Sociology,Mathematics & Statistics,General Engineering,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Communication & Media Studies,Accounting & Finance,Electrical & Electronic Engineering,Other Health,Art, Performing Arts & Design,Architecture,Chemical Engineering,Chemistry,Archaeology,Economics & Econometrics,Mechanical & Aerospace Engineering,Geography,Business & Management,Biological Sciences,Sport Science,Physics & Astronomy,Languages, Literature & Linguistics",FALSE,FALSE,2015,
276,276-300,University of Fribourg,-,319,29.2,276,84.4,38,48.2,153,19.7,339,58.6,279,Switzerland,University of Fribourg,"Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Sociology,Accounting & Finance,Psychology,Archaeology,Biological Sciences,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Mathematics & Statistics,Chemistry,Sport Science,History, Philosophy & Theology,Law,Communication & Media Studies,Business & Management,Education,Geography,Languages, Literature & Linguistics,Computer Science,Physics & Astronomy,Art, Performing Arts & Design,Other Health",FALSE,FALSE,2015,
276,276-300,Panjab University,-,266,23.7,348,29.2,368,28.3,380,10.5,395,84.4,75,India,Panjab University,"Chemistry,History, Philosophy & Theology,Accounting & Finance,Communication & Media Studies,Economics & Econometrics,Geography,Mechanical & Aerospace Engineering,Law,Psychology,Business & Management,Physics & Astronomy,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Computer Science,Sociology,Archaeology,Education,Mathematics & Statistics,Sport Science,Medicine & Dentistry,Politics & International Studies (incl Development Studies),General Engineering,Languages, Literature & Linguistics,Other Health,Electrical & Electronic Engineering,Biological Sciences",FALSE,FALSE,2015,
276,276-300,Lappeenranta-Lahti University of Technology LUT,-,245,25.2,332,59.1,174,73.8,64,25.5,271,59.9,268,Finland,Lappeenranta-Lahti University of Technology LUT,"Chemical Engineering,Communication & Media Studies,Economics & Econometrics,General Engineering,Sociology,Business & Management,Physics & Astronomy,Accounting & Finance,Mathematics & Statistics,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Computer Science,Chemistry,Geology, Environmental, Earth & Marine Sciences",FALSE,FALSE,2015,
276,276-300,University of Macau,-,335,17.1,394,73.3,88,33.6,307,20.3,332,68.1,205,Macao,University of Macau,"Art, Performing Arts & Design,Law,Politics & International Studies (incl Development Studies),Biological Sciences,Civil Engineering,Computer Science,Psychology,Economics & Econometrics,Communication & Media Studies,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,Chemistry,Languages, Literature & Linguistics,History, Philosophy & Theology,Education,Mathematics & Statistics,Medicine & Dentistry,Sport Science,Physics & Astronomy,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Sociology,Accounting & Finance",FALSE,FALSE,2015,
276,276-300,University of Nebraska-Lincoln,-,346,31,249,47.8,258,35,281,24.4,287,57.5,289,United States,University of Nebraska-Lincoln,"Art, Performing Arts & Design,Electrical & Electronic Engineering,Veterinary Science,Sociology,Architecture,Education,Sport Science,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Mathematics & Statistics,Mechanical & Aerospace Engineering,Communication & Media Studies,Chemical Engineering,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Other Health,Psychology,Economics & Econometrics,Civil Engineering,Chemistry,History, Philosophy & Theology,General Engineering,Physics & Astronomy,Archaeology,Law,Biological Sciences,Business & Management,Computer Science,Agriculture & Forestry,Geography",FALSE,FALSE,2015,
276,276-300,University of Cincinnati – Uptown,-,308,32,230,26,383,35.6,275,22.4,311,67.8,208,United States,University of Cincinnati – Uptown,"Electrical & Electronic Engineering,Economics & Econometrics,Education,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Archaeology,Communication & Media Studies,Computer Science,Agriculture & Forestry,Chemistry,Business & Management,Sociology,Psychology,General Engineering,Other Health,Architecture,Geography,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Accounting & Finance,Chemical Engineering,Physics & Astronomy,Art, Performing Arts & Design,Civil Engineering,History, Philosophy & Theology,Mathematics & Statistics,Law",FALSE,FALSE,2015,
276,276-300,University of Bologna,-,304,31,248,43.1,286,34.9,282,23.2,299,64.5,229,Italy,University of Bologna,"Architecture,Archaeology,Communication & Media Studies,Education,Sport Science,Chemical Engineering,Politics & International Studies (incl Development Studies),Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Geography,Medicine & Dentistry,Computer Science,Languages, Literature & Linguistics,Veterinary Science,Economics & Econometrics,Accounting & Finance,History, Philosophy & Theology,Agriculture & Forestry,Physics & Astronomy,Mechanical & Aerospace Engineering,Mathematics & Statistics,Business & Management,Law,Chemistry,Art, Performing Arts & Design,General Engineering,Electrical & Electronic Engineering,Other Health,Civil Engineering,Psychology,Sociology",FALSE,FALSE,2015,
276,276-300,Stellenbosch University,-,283,30,266,47.8,256,94.7,30,31.2,211,45.6,366,South Africa,Stellenbosch University SU South Africa,"Archaeology,Chemical Engineering,Chemistry,Accounting & Finance,Electrical & Electronic Engineering,Sport Science,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Education,Geology, Environmental, Earth & Marine Sciences,Sociology,Economics & Econometrics,Biological Sciences,Geography,Business & Management,Computer Science,Mathematics & Statistics,Medicine & Dentistry,Agriculture & Forestry,Other Health,Law,Psychology,General Engineering,Physics & Astronomy,Art, Performing Arts & Design,Civil Engineering,Communication & Media Studies",FALSE,FALSE,2015,
276,276-300,Tilburg University,-,289,33,214,62.2,148,55.1,118,45.1,108,34.9,393,Netherlands,Tilburg University,"Psychology,History, Philosophy & Theology,Languages, Literature & Linguistics,Computer Science,Accounting & Finance,Education,Other Health,Law,Business & Management,Communication & Media Studies,Economics & Econometrics,Sociology,Data Science",FALSE,FALSE,2015,
276,276-300,Montpellier University,-,252,23.7,347,56.6,188,33.6,306,22.5,306,67.4,213,France,Montpellier University,"Accounting & Finance,Mathematics & Statistics,Chemistry,Law,Electrical & Electronic Engineering,Agriculture & Forestry,Medicine & Dentistry,Biological Sciences,Civil Engineering,Economics & Econometrics,Politics & International Studies (incl Development Studies),Business & Management,Education,Veterinary Science,Other Health,Sport Science,Chemical Engineering,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,General Engineering,Physics & Astronomy,Computer Science",FALSE,FALSE,2015,
276,276-300,Victoria University of Wellington,-,386,21.6,360,84.2,41,49.7,145,28.5,240,53.8,319,New Zealand,Victoria University of Wellington,"Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,History, Philosophy & Theology,Law,Accounting & Finance,Economics & Econometrics,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Computer Science,Biological Sciences,Mathematics & Statistics,Geography,Communication & Media Studies,Sociology,Other Health,Architecture,Education,Psychology,Chemistry,Business & Management,Languages, Literature & Linguistics",FALSE,FALSE,2015,
276,276-300,University of Georgia,-,320,39.7,145,35.3,337,31.1,346,28.9,236,46.6,363,United States,University of Georgia,"Architecture,Archaeology,Mathematics & Statistics,Accounting & Finance,Mechanical & Aerospace Engineering,Agriculture & Forestry,Civil Engineering,Psychology,Other Health,Communication & Media Studies,Biological Sciences,Sport Science,Economics & Econometrics,Computer Science,Physics & Astronomy,Sociology,Law,Electrical & Electronic Engineering,History, Philosophy & Theology,Medicine & Dentistry,Languages, Literature & Linguistics,Education,Chemistry,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Geography,Politics & International Studies (incl Development Studies),Chemical Engineering,Art, Performing Arts & Design,Veterinary Science",FALSE,FALSE,2015,
276,276-300,University of Erlangen-Nuremberg,-,315,28.4,291,49,247,46.8,163,15.3,378,68.7,199,Germany,University of Erlangen-Nuremberg,"Archaeology,Computer Science,Sport Science,Biological Sciences,Languages, Literature & Linguistics,Economics & Econometrics,Art, Performing Arts & Design,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Chemistry,Law,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Medicine & Dentistry,Physics & Astronomy,Sociology,Psychology,Other Health,Mechanical & Aerospace Engineering,Education,Accounting & Finance,Geography,Chemical Engineering,Business & Management,General Engineering,Communication & Media Studies",FALSE,FALSE,2015,
276,276-300,University of Wollongong,-,384,25.2,334,80.4,60,44.7,178,27.8,249,55.1,312,Australia,University of Wollongong UOW University of Wollongong Australia,"Agriculture & Forestry,Languages, Literature & Linguistics,Medicine & Dentistry,Civil Engineering,Mathematics & Statistics,History, Philosophy & Theology,Psychology,Art, Performing Arts & Design,Electrical & Electronic Engineering,Sociology,Chemistry,Accounting & Finance,Mechanical & Aerospace Engineering,Archaeology,Biological Sciences,Architecture,Other Health,Geography,Law,Geology, Environmental, Earth & Marine Sciences,General Engineering,Economics & Econometrics,Sport Science,Computer Science,Politics & International Studies (incl Development Studies),Physics & Astronomy,Communication & Media Studies,Education,Business & Management",FALSE,FALSE,2015,
276,276-300,Chalmers University of Technology,-,216,35.7,188,62.5,145,75.8,61,32.8,199,40.8,384,Sweden,Chalmers University of Technology,"Geology, Environmental, Earth & Marine Sciences,Education,Business & Management,Biological Sciences,Accounting & Finance,General Engineering,Physics & Astronomy,Economics & Econometrics,Electrical & Electronic Engineering,Sport Science,Mechanical & Aerospace Engineering,Architecture,Civil Engineering,Other Health,Chemistry,Mathematics & Statistics,Computer Science,Chemical Engineering,Communication & Media Studies",FALSE,FALSE,2015,
276,276-300,Virginia Polytechnic Institute and State University,-,388,40.1,139,28.9,372,42.6,201,40,130,40.7,385,United States,Virginia Polytechnic Institute and State University virginia tech virginia,"Languages, Literature & Linguistics,General Engineering,Mechanical & Aerospace Engineering,Mathematics & Statistics,Education,Sport Science,Communication & Media Studies,Art, Performing Arts & Design,Business & Management,Geology, Environmental, Earth & Marine Sciences,Architecture,Computer Science,Sociology,Archaeology,Geography,Politics & International Studies (incl Development Studies),Chemistry,Veterinary Science,Agriculture & Forestry,Other Health,Physics & Astronomy,History, Philosophy & Theology,Biological Sciences,Medicine & Dentistry,Electrical & Electronic Engineering,Economics & Econometrics,Psychology,Chemical Engineering,Accounting & Finance,Civil Engineering",FALSE,FALSE,2015,
276,276-300,"Colorado State University, Fort Collins",-,220,27.6,301,30.4,361,38.8,244,31.3,210,59.9,267,United States,"Colorado State University, Fort Collins","General Engineering,Business & Management,Geography,Geology, Environmental, Earth & Marine Sciences,Computer Science,Other Health,Sociology,Sport Science,Communication & Media Studies,Education,Art, Performing Arts & Design,Chemistry,Mathematics & Statistics,Agriculture & Forestry,Archaeology,Economics & Econometrics,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Accounting & Finance,Civil Engineering,Biological Sciences,History, Philosophy & Theology,Veterinary Science,Chemical Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Psychology",FALSE,FALSE,2015,
276,276-300,Tokyo Medical and Dental University (TMDU),-,290,42.7,117,21.8,391,56.9,110,22.9,302,51.1,334,Japan,Tokyo Medical and Dental University (TMDU),"Psychology,Mathematics & Statistics,Geography,General Engineering,Economics & Econometrics,Art, Performing Arts & Design,Other Health,Politics & International Studies (incl Development Studies),Accounting & Finance,Agriculture & Forestry,Physics & Astronomy,History, Philosophy & Theology,Chemical Engineering,Sociology,Business & Management,Archaeology,Civil Engineering,Law,Architecture,Education,Languages, Literature & Linguistics,Computer Science,Medicine & Dentistry,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Chemistry,Geology, Environmental, Earth & Marine Sciences,Sport Science,Veterinary Science,Biological Sciences,Communication & Media Studies",FALSE,FALSE,2015,
276,276-300,Queensland University of Technology,-,269,29.9,267,69.8,106,71.9,73,36,163,42.9,378,Australia,Queensland University of Technology qut,"Languages, Literature & Linguistics,Education,Chemistry,Sport Science,Other Health,Psychology,Accounting & Finance,Law,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Electrical & Electronic Engineering,Architecture,Physics & Astronomy,Chemical Engineering,Biological Sciences,Business & Management,Mechanical & Aerospace Engineering,Communication & Media Studies,Computer Science,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Civil Engineering,Mathematics & Statistics",FALSE,FALSE,2015,
276,276-300,University of South Carolina-Columbia,-,362,34.5,202,37.3,320,31.8,334,27.5,257,55.1,310,United States,University of South Carolina-Columbia,"Chemistry,Communication & Media Studies,Mechanical & Aerospace Engineering,Accounting & Finance,History, Philosophy & Theology,Psychology,Law,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Art, Performing Arts & Design,Sport Science,Physics & Astronomy,Medicine & Dentistry,Computer Science,Geography,Biological Sciences,Business & Management,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Education,Civil Engineering,Mathematics & Statistics,Other Health,Sociology,General Engineering,Chemical Engineering",FALSE,FALSE,2015,
276,276-300,University of Plymouth,-,267,18.4,389,51.3,227,28.8,373,18.1,349,80.5,101,United Kingdom,University of Plymouth,"Chemistry,Mathematics & Statistics,Sport Science,Civil Engineering,History, Philosophy & Theology,Computer Science,Mechanical & Aerospace Engineering,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Economics & Econometrics,Art, Performing Arts & Design,Education,Other Health,Accounting & Finance,Psychology,Electrical & Electronic Engineering,Geography,Business & Management,Languages, Literature & Linguistics,Architecture,Law,Medicine & Dentistry,Agriculture & Forestry,Communication & Media Studies,Sociology",FALSE,FALSE,2015,
276,276-300,University of Milan,-,339,25.3,330,37.4,318,40.1,224,22.9,303,66.9,218,Italy,University of Milan,"Communication & Media Studies,Business & Management,Accounting & Finance,Law,Art, Performing Arts & Design,History, Philosophy & Theology,Sociology,Chemistry,Computer Science,Mathematics & Statistics,Archaeology,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Veterinary Science,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Economics & Econometrics,Geography,Psychology,Chemical Engineering,Languages, Literature & Linguistics,Sport Science,Other Health,Biological Sciences",FALSE,FALSE,2015,
276,276-300,Indian Institute of Science,-,236,32.6,217,18.2,400,37.9,254,39.5,135,51.6,329,India,Indian Institute of Science,"Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Computer Science,Mathematics & Statistics,Chemistry,Civil Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Physics & Astronomy,Chemical Engineering",FALSE,FALSE,2015,
301,301-350,Tulane University,-,293,40.7,132,29.7,365,-,389,20.7,327,53.9,316,United States,Tulane University,"Languages, Literature & Linguistics,Chemistry,Art, Performing Arts & Design,Computer Science,Biological Sciences,Architecture,Education,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Mechanical & Aerospace Engineering,Sociology,History, Philosophy & Theology,Sport Science,Accounting & Finance,Agriculture & Forestry,Communication & Media Studies,Other Health,Law,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Physics & Astronomy,Economics & Econometrics,Psychology,Mathematics & Statistics",FALSE,FALSE,2015,
301,301-350,Sapienza University of Rome,-,277,32.3,225,37.5,314,34.2,295,28.1,245,50.7,336,Italy,Sapienza University of Rome,"Politics & International Studies (incl Development Studies),Law,Mathematics & Statistics,Physics & Astronomy,Education,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Economics & Econometrics,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Other Health,Geology, Environmental, Earth & Marine Sciences,Computer Science,History, Philosophy & Theology,Geography,General Engineering,Architecture,Chemistry,Accounting & Finance,Sociology,Business & Management,Communication & Media Studies,Archaeology,Biological Sciences,Chemical Engineering,Medicine & Dentistry,Psychology,Civil Engineering",FALSE,FALSE,2015,
301,301-350,University of Padua,-,351,20.7,372,40.4,302,32.9,314,18.2,348,68,206,Italy,University of Padua,"Politics & International Studies (incl Development Studies),General Engineering,Communication & Media Studies,Architecture,Sociology,Economics & Econometrics,Art, Performing Arts & Design,Law,Accounting & Finance,Mathematics & Statistics,Chemical Engineering,Biological Sciences,Electrical & Electronic Engineering,Psychology,Languages, Literature & Linguistics,Physics & Astronomy,Medicine & Dentistry,Education,Computer Science,Business & Management,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Geography,Veterinary Science,Civil Engineering,Agriculture & Forestry,Sport Science,Other Health,Geology, Environmental, Earth & Marine Sciences,Archaeology,Chemistry",FALSE,FALSE,2015,
301,301-350,Sharif University of Technology,-,279,28.7,281,19.4,399,86.2,44,34.7,176,50.4,337,Iran,Sharif University of Technology,"Computer Science,Chemical Engineering,General Engineering,Economics & Econometrics,History, Philosophy & Theology,Mathematics & Statistics,Languages, Literature & Linguistics,Civil Engineering,Business & Management,Electrical & Electronic Engineering,Accounting & Finance,Chemistry,Physics & Astronomy,Mechanical & Aerospace Engineering",FALSE,FALSE,2015,
301,301-350,Macquarie University,-,249,24,344,89.2,18,36.2,267,24.8,278,50.2,340,Australia,Macquarie University,"Physics & Astronomy,Business & Management,Archaeology,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Art, Performing Arts & Design,Economics & Econometrics,Agriculture & Forestry,Accounting & Finance,Architecture,History, Philosophy & Theology,Mathematics & Statistics,General Engineering,Chemistry,Education,Geography,Civil Engineering,Psychology,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Computer Science,Biological Sciences,Other Health,Sociology,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Communication & Media Studies,Law",FALSE,FALSE,2015,
301,301-350,University of Kansas,-,330,30.6,254,32.2,353,36.2,268,20.1,336,62.2,251,United States,University of Kansas,"History, Philosophy & Theology,Economics & Econometrics,Communication & Media Studies,Electrical & Electronic Engineering,Chemical Engineering,Mechanical & Aerospace Engineering,Psychology,Other Health,Agriculture & Forestry,Biological Sciences,Sport Science,Education,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Business & Management,Chemistry,General Engineering,Computer Science,Sociology,Civil Engineering,Accounting & Finance,Art, Performing Arts & Design,Law,Geography,Languages, Literature & Linguistics,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Architecture,Mathematics & Statistics",FALSE,FALSE,2015,
301,301-350,University of Cologne,-,309,25.6,327,52.1,224,28.8,374,18.4,346,65.3,224,Germany,University of Cologne,"Other Health,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Psychology,Medicine & Dentistry,Chemistry,Accounting & Finance,Mathematics & Statistics,History, Philosophy & Theology,Computer Science,Sociology,Business & Management,Physics & Astronomy,Archaeology,Law,Geography,Biological Sciences,Communication & Media Studies,Art, Performing Arts & Design,Education,Politics & International Studies (incl Development Studies)",FALSE,FALSE,2015,
301,301-350,Koç University,-,242,21.6,358,49.8,238,50.6,139,24.4,284,58.5,280,Turkey,Koç University koc,"Medicine & Dentistry,Politics & International Studies (incl Development Studies),General Engineering,Languages, Literature & Linguistics,Law,History, Philosophy & Theology,Business & Management,Psychology,Electrical & Electronic Engineering,Communication & Media Studies,Art, Performing Arts & Design,Other Health,Physics & Astronomy,Computer Science,Chemistry,Accounting & Finance,Mechanical & Aerospace Engineering,Archaeology,Chemical Engineering,Biological Sciences,Sociology,Economics & Econometrics,Mathematics & Statistics",FALSE,FALSE,2015,
301,301-350,University of Southern Denmark,-,364,19.5,383,67.1,119,72.6,71,20.5,330,61.2,258,Denmark,University of Southern Denmark,"Education,Archaeology,Electrical & Electronic Engineering,Computer Science,Psychology,Sociology,Medicine & Dentistry,Chemistry,Business & Management,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Chemical Engineering,Biological Sciences,Accounting & Finance,Physics & Astronomy,Mathematics & Statistics,Other Health,Law,Economics & Econometrics,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,General Engineering,History, Philosophy & Theology,Architecture,Sport Science,Civil Engineering,Communication & Media Studies",FALSE,FALSE,2015,
301,301-350,University of Stirling,-,365,21.5,361,66.9,121,30.7,351,25.1,277,49.9,345,United Kingdom,University of Stirling,"Accounting & Finance,Communication & Media Studies,Biological Sciences,History, Philosophy & Theology,Sport Science,Business & Management,Law,Education,Psychology,Geology, Environmental, Earth & Marine Sciences,Sociology,Computer Science,Languages, Literature & Linguistics,General Engineering,Other Health,Mathematics & Statistics,Economics & Econometrics,Politics & International Studies (incl Development Studies)",FALSE,FALSE,2015,
301,301-350,Illinois Institute of Technology,-,235,40.2,135,59.4,170,-,384,17.3,357,50.3,338,United States,Illinois Institute of Technology,"Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Sociology,Languages, Literature & Linguistics,Chemical Engineering,Physics & Astronomy,Economics & Econometrics,Law,General Engineering,Mathematics & Statistics,Computer Science,Education,Communication & Media Studies,Architecture,Civil Engineering,Accounting & Finance,Chemistry,Electrical & Electronic Engineering,Psychology,Business & Management,Biological Sciences",FALSE,FALSE,2015,
301,301-350,University of Duisburg-Essen,-,312,21.9,357,49.2,244,44.2,183,13.7,384,64.1,234,Germany,University of Duisburg-Essen,"Other Health,Computer Science,Accounting & Finance,Chemistry,Languages, Literature & Linguistics,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Physics & Astronomy,History, Philosophy & Theology,Civil Engineering,Psychology,Economics & Econometrics,Sport Science,Communication & Media Studies,Education,Medicine & Dentistry,Biological Sciences,Sociology,Business & Management,General Engineering,Electrical & Electronic Engineering",FALSE,FALSE,2015,
301,301-350,University of Houston,-,325,39.3,151,33.1,348,43.2,192,25.8,268,44.2,374,United States,University of Houston,"Chemical Engineering,Psychology,Accounting & Finance,Electrical & Electronic Engineering,Communication & Media Studies,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Geography,Architecture,Economics & Econometrics,Sport Science,Civil Engineering,Chemistry,Computer Science,Mathematics & Statistics,History, Philosophy & Theology,Education,Physics & Astronomy,Medicine & Dentistry,Law,Sociology,Art, Performing Arts & Design,Biological Sciences,Politics & International Studies (incl Development Studies),Other Health",FALSE,FALSE,2015,
301,301-350,University of Tampere,-,368,22.9,352,45.6,268,42.5,202,22.2,316,58.7,276,Finland,University of Tampere,"Art, Performing Arts & Design,Other Health,Sociology,History, Philosophy & Theology,Medicine & Dentistry,Economics & Econometrics,Languages, Literature & Linguistics,Business & Management,Communication & Media Studies,Law,Education,Mathematics & Statistics,Accounting & Finance,Politics & International Studies (incl Development Studies),Computer Science,Psychology",FALSE,FALSE,2015,
301,301-350,University of Nebraska Medical Center,-,345,36.4,182,34.8,340,34.5,291,16.5,372,51.5,332,United States,University of Nebraska Medical Center,"Psychology,Medicine & Dentistry,Other Health,Education,Biological Sciences",FALSE,FALSE,2015,
301,301-350,University of Valencia,-,379,17.9,391,43.7,282,30.8,349,12,391,72.7,172,Spain,University of Valencia,"Business & Management,Geography,Biological Sciences,Languages, Literature & Linguistics,Computer Science,Geology, Environmental, Earth & Marine Sciences,Archaeology,Electrical & Electronic Engineering,Psychology,Accounting & Finance,Education,Chemistry,Economics & Econometrics,Sport Science,Politics & International Studies (incl Development Studies),Law,Communication & Media Studies,Art, Performing Arts & Design,Chemical Engineering,Physics & Astronomy,History, Philosophy & Theology,Other Health,Veterinary Science,Sociology,Medicine & Dentistry,Agriculture & Forestry,Mathematics & Statistics",FALSE,FALSE,2015,
301,301-350,Novosibirsk State University,-,264,24.6,337,43.8,280,33.4,309,17.2,363,70.5,187,Russian Federation,Novosibirsk State University,"Languages, Literature & Linguistics,General Engineering,Sociology,Archaeology,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Education,Mathematics & Statistics,Chemical Engineering,Psychology,History, Philosophy & Theology,Accounting & Finance,Chemistry,Art, Performing Arts & Design,Civil Engineering,Physics & Astronomy,Economics & Econometrics,Agriculture & Forestry,Business & Management,Biological Sciences,Computer Science,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Law,Other Health,Communication & Media Studies",FALSE,FALSE,2015,
