name,scores_teaching,scores_research,scores_citations,scores_industry_income,scores_international_outlook,record_type,member_level,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,subjects_offered,closed,unaccredited,overall_score
Teikyo University,17.4,12.7,33.9,37.2,26.7,master_account,0,Japan,"23,162",16,5%,36 : 64,"Medicine & Dentistry,History, Philosophy & Theology,Other Health,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Education,Sport Science,Sociology,Psychology,Accounting & Finance,Geography,Law,Communication & Media Studies,General Engineering,Archaeology,Languages, Literature & Linguistics,Computer Science,Economics & Econometrics,Biological Sciences,Politics & International Studies (incl Development Studies),Business & Management",FALSE,FALSE,9.7–22.7
Universiti Teknologi MARA,20.2,14.7,28.6,23.9,24.2,master_account,0,Malaysia,"60,755",16.3,1%,67:33:00,"Education,Business & Management,Politics & International Studies (incl Development Studies),Architecture,Accounting & Finance,Biological Sciences,Electrical & Electronic Engineering,Economics & Econometrics,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Computer Science,Physics & Astronomy,Sport Science,Sociology,General Engineering,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Geography,Communication & Media Studies,Chemistry,Chemical Engineering,Veterinary Science,Medicine & Dentistry,Languages, Literature & Linguistics,Law,Other Health,Mathematics & Statistics,Agriculture & Forestry,Psychology,Civil Engineering",FALSE,FALSE,9.7–22.7
Telkom University,15,11,28.5,21.3,38.1,master_account,0,Indonesia,"18,956",16.8,3%,42:58:00,"General Engineering,Art, Performing Arts & Design,Computer Science,Electrical & Electronic Engineering,Communication & Media Studies,Business & Management,Mechanical & Aerospace Engineering,Accounting & Finance,Architecture",FALSE,FALSE,9.7–22.7
Temuco Catholic University,19.8,10.5,12.7,23.9,43.1,master_account,0,Chile,"10,775",11.1,0%,61:39:00,"Other Health,Sociology,Veterinary Science,Art, Performing Arts & Design,Electrical & Electronic Engineering,Business & Management,Architecture,Biological Sciences,Agriculture & Forestry,Law,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,History, Philosophy & Theology,Civil Engineering,Psychology,Computer Science,Mathematics & Statistics,Archaeology,Politics & International Studies (incl Development Studies),General Engineering,Education",FALSE,FALSE,9.7–22.7
Tokat Gaziosmanpaşa University,17.1,8.6,33.7,17.5,32.1,master_account,0,Turkey,"22,547",15.2,9%,45:55:00,"Art, Performing Arts & Design,Computer Science,Mechanical & Aerospace Engineering,Geography,Agriculture & Forestry,Education,Electrical & Electronic Engineering,Law,Other Health,Physics & Astronomy,Languages, Literature & Linguistics,Sport Science,Economics & Econometrics,Civil Engineering,Politics & International Studies (incl Development Studies),Biological Sciences,Accounting & Finance,History, Philosophy & Theology,Mathematics & Statistics,Business & Management,Medicine & Dentistry,Chemistry",FALSE,FALSE,9.7–22.7
Tokyo University of Agriculture,18.1,9.1,18.9,29.8,23.1,master_account,0,Japan,"13,004",32.2,2%,43:57:00,"Business & Management,Biological Sciences,Sociology,Geography,Politics & International Studies (incl Development Studies),Civil Engineering,Chemistry,Economics & Econometrics,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences",FALSE,FALSE,9.7–22.7
Tokyo City University,17.6,12,13.9,43.6,28.6,master_account,0,Japan,"7,479",26.8,2%,1.011805556,"Business & Management,Agriculture & Forestry,Sociology,General Engineering,Other Health,Electrical & Electronic Engineering,Geography,Mathematics & Statistics,Mechanical & Aerospace Engineering,Computer Science,Chemical Engineering,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Chemistry,Communication & Media Studies,Physics & Astronomy,Psychology,Education,Architecture,Civil Engineering",FALSE,FALSE,9.7–22.7
Tokyo Denki University,14.9,9,12.1,56.4,21.9,master_account,0,Japan,"9,837",28.7,3%,0.602083333,"Civil Engineering,General Engineering,Chemical Engineering,Electrical & Electronic Engineering,Computer Science,Mechanical & Aerospace Engineering",FALSE,FALSE,9.7–22.7
Tomsk State University of Control Systems and Radioelectronics,22.2,11,18.9,40,38.5,master_account,0,Russian Federation,"6,452",12.1,14%,29 : 71,"Sociology,Electrical & Electronic Engineering,Business & Management,Economics & Econometrics,Law,General Engineering,Accounting & Finance,Physics & Astronomy,Mathematics & Statistics",FALSE,FALSE,9.7–22.7
Tottori University,28.8,13.4,21.3,46.7,26.6,master_account,0,Japan,"5,998",8,2%,38 : 62,"Sport Science,Law,Psychology,History, Philosophy & Theology,Veterinary Science,Computer Science,Geography,Archaeology,Mathematics & Statistics,Electrical & Electronic Engineering,Biological Sciences,Accounting & Finance,Education,Physics & Astronomy,Other Health,Civil Engineering,Languages, Literature & Linguistics,General Engineering,Politics & International Studies (incl Development Studies),Agriculture & Forestry,Sociology,Architecture,Communication & Media Studies,Medicine & Dentistry,Chemical Engineering,Economics & Econometrics,Chemistry,Mechanical & Aerospace Engineering,Business & Management,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design",FALSE,FALSE,9.7–22.7
Toyama Prefectural University,25,9.5,9.5,27,21.8,master_account,0,Japan,"1,864",9.5,2%,31 : 69,"Civil Engineering,Physics & Astronomy,Other Health,Computer Science,General Engineering,Electrical & Electronic Engineering,Mathematics & Statistics,Mechanical & Aerospace Engineering,Chemical Engineering,Chemistry,Biological Sciences",FALSE,FALSE,9.7–22.7
Toyo University,14.4,9.2,8.7,19.6,36,master_account,0,Japan,"30,662",23.5,5%,42:58:00,"Sport Science,Law,Chemistry,Archaeology,Civil Engineering,History, Philosophy & Theology,General Engineering,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Business & Management,Agriculture & Forestry,Computer Science,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Accounting & Finance,Geography,Electrical & Electronic Engineering,Other Health,Mathematics & Statistics,Chemical Engineering,Art, Performing Arts & Design,Physics & Astronomy,Communication & Media Studies,Sociology,Architecture,Education,Economics & Econometrics,Biological Sciences,Psychology",FALSE,FALSE,9.7–22.7
Tula State University,11.6,9,5.1,17.6,19,master_account,0,Russian Federation,"18,428",35,3%,60:40:00,"Civil Engineering,Education,Computer Science,Physics & Astronomy,Psychology,History, Philosophy & Theology,General Engineering,Sociology,Art, Performing Arts & Design,Biological Sciences,Accounting & Finance,Other Health,Chemistry,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Architecture,Communication & Media Studies,Economics & Econometrics,Medicine & Dentistry,Mathematics & Statistics,Law,Languages, Literature & Linguistics,Chemical Engineering,Business & Management,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies)",FALSE,FALSE,9.7–22.7
Ufa University of Science and Technology,19.3,10.2,8.1,25.6,22.7,master_account,0,Russian Federation,"24,187",12.6,5%,37 : 63,"History, Philosophy & Theology,Chemistry,Mechanical & Aerospace Engineering,Sociology,Computer Science,Communication & Media Studies,Biological Sciences,Politics & International Studies (incl Development Studies),Archaeology,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,General Engineering,Geography,Mathematics & Statistics,Psychology,Languages, Literature & Linguistics,Chemical Engineering,Law,Other Health,Physics & Astronomy,Accounting & Finance,Electrical & Electronic Engineering,Education,Business & Management",FALSE,FALSE,9.7–22.7
Ufa State Petroleum Technological University,23,8,17.1,16.7,29.7,master_account,0,Russian Federation,"12,971",8.2,11%,38 : 62,"Computer Science,Communication & Media Studies,General Engineering,Chemical Engineering,Electrical & Electronic Engineering,Business & Management,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Economics & Econometrics,Accounting & Finance,Civil Engineering",FALSE,FALSE,9.7–22.7
Universiti Malaysia Sabah (UMS),17.8,14.3,25,21.8,41.8,master_account,0,Malaysia,"17,316",16.6,4%,66:34:00,"Art, Performing Arts & Design,Agriculture & Forestry,Sociology,Medicine & Dentistry,Communication & Media Studies,Mechanical & Aerospace Engineering,Veterinary Science,Geography,Civil Engineering,Sport Science,Education,Languages, Literature & Linguistics,Biological Sciences,Psychology,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Business & Management,General Engineering,Chemistry,Other Health,Chemical Engineering,Mathematics & Statistics,Accounting & Finance,Computer Science,Physics & Astronomy",FALSE,FALSE,9.7–22.7
Uşak University,11.4,10.4,14.3,19,32.1,master_account,0,Turkey,"19,043",27.4,11%,49:51:00,"Other Health,Computer Science,Languages, Literature & Linguistics,Education,Business & Management,Politics & International Studies (incl Development Studies),Sociology,Sport Science,Civil Engineering,History, Philosophy & Theology,General Engineering,Economics & Econometrics,Medicine & Dentistry,Geography,Agriculture & Forestry,Art, Performing Arts & Design,Biological Sciences,Mathematics & Statistics,Archaeology,Accounting & Finance,Psychology,Architecture,Electrical & Electronic Engineering,Communication & Media Studies",FALSE,FALSE,9.7–22.7
Utsunomiya University,20.4,12.6,9.1,27.7,29.1,master_account,0,Japan,"4,805",13.7,4%,37 : 63,"General Engineering,Art, Performing Arts & Design,Biological Sciences,Psychology,Civil Engineering,Mathematics & Statistics,Law,Chemical Engineering,Communication & Media Studies,Architecture,Chemistry,Education,Computer Science,Agriculture & Forestry,Sociology,Languages, Literature & Linguistics,Sport Science,Mechanical & Aerospace Engineering,Physics & Astronomy,Geography,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Politics & International Studies (incl Development Studies)",FALSE,FALSE,9.7–22.7
Uzhhorod National University,22.2,8.9,4.7,16.2,45.2,master_account,0,Ukraine,"14,460",11.3,13%,53:47:00,"Archaeology,Business & Management,Electrical & Electronic Engineering,Physics & Astronomy,Economics & Econometrics,Law,Sociology,Chemistry,General Engineering,Geology, Environmental, Earth & Marine Sciences,Psychology,Other Health,Civil Engineering,Communication & Media Studies,Accounting & Finance,Computer Science,Agriculture & Forestry,Mechanical & Aerospace Engineering,Geography,Mathematics & Statistics,Languages, Literature & Linguistics,History, Philosophy & Theology,Sport Science,Education,Chemical Engineering,Biological Sciences,Medicine & Dentistry,Politics & International Studies (incl Development Studies)",FALSE,FALSE,9.7–22.7
Universidad del Valle,23.2,8.7,12.2,17.9,40.6,master_account,0,Colombia,"33,442",8.9,1%,50:50:00,"History, Philosophy & Theology,Mechanical & Aerospace Engineering,Communication & Media Studies,Sport Science,Politics & International Studies (incl Development Studies),Other Health,Mathematics & Statistics,Accounting & Finance,Architecture,Chemical Engineering,Geography,Medicine & Dentistry,Biological Sciences,Sociology,Computer Science,Agriculture & Forestry,Business & Management,General Engineering,Chemistry,Economics & Econometrics,Languages, Literature & Linguistics,Physics & Astronomy,Psychology,Art, Performing Arts & Design,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Education",FALSE,FALSE,9.7–22.7
University of Valparaíso,15.4,12.2,22,18.7,47.8,master_account,0,Chile,"16,627",19,2%,58:42:00,"Biological Sciences,Psychology,General Engineering,Physics & Astronomy,Sociology,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Computer Science,Business & Management,Medicine & Dentistry,Education,Other Health,Law,Mathematics & Statistics,Architecture,Chemistry,Civil Engineering,Accounting & Finance",FALSE,FALSE,9.7–22.7
Van Yüzüncü Yil University,21.7,22.8,19.3,45.4,21.4,master_account,0,Turkey,"20,317",17.5,3%,47:53:00,"Archaeology,Veterinary Science,Law,History, Philosophy & Theology,Civil Engineering,Geography,Medicine & Dentistry,Sport Science,Accounting & Finance,General Engineering,Mathematics & Statistics,Psychology,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management,Architecture,Mechanical & Aerospace Engineering,Physics & Astronomy,Education,Languages, Literature & Linguistics,Chemical Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Agriculture & Forestry,Sociology,Other Health,Biological Sciences,Communication & Media Studies,Computer Science,Chemistry,Economics & Econometrics",FALSE,FALSE,9.7–22.7
Instituto Politécnico de Viana do Castelo,13,9.6,35.4,18.7,44.1,master_account,0,Portugal,"5,364",19.8,10%,49:51:00,"Electrical & Electronic Engineering,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Veterinary Science,Art, Performing Arts & Design,Biological Sciences,Computer Science,Education,Civil Engineering,Mechanical & Aerospace Engineering,Sociology,Agriculture & Forestry,Other Health,Business & Management,Sport Science",FALSE,FALSE,9.7–22.7
Vietnam National University (Ho Chi Minh City),14.6,11.2,26.1,26.2,36.8,master_account,0,Vietnam,"83,599",24.5,1%,46:54:00,"Computer Science,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Sociology,Medicine & Dentistry,Civil Engineering,Geography,Economics & Econometrics,Other Health,Communication & Media Studies,Languages, Literature & Linguistics,General Engineering,Sport Science,Psychology,Art, Performing Arts & Design,Chemical Engineering,Physics & Astronomy,Business & Management,Architecture,Electrical & Electronic Engineering,Chemistry,Education,History, Philosophy & Theology,Veterinary Science,Law,Biological Sciences,Politics & International Studies (incl Development Studies),Archaeology,Mechanical & Aerospace Engineering,Mathematics & Statistics,Accounting & Finance",FALSE,FALSE,9.7–22.7
"Vignan’s Foundation for Science, Technology and Research",22.2,7.6,36,16.7,21.1,master_account,0,India,"7,111",11.3,1%,47:53:00,"Computer Science,Law,Electrical & Electronic Engineering,Physics & Astronomy,Agriculture & Forestry,Civil Engineering,Chemistry,Mechanical & Aerospace Engineering,Business & Management,Chemical Engineering,Mathematics & Statistics,Biological Sciences",FALSE,FALSE,9.7–22.7
V.I. Vernadsky Crimean Federal University (Vernadsky CFU),19,9.9,7.6,16.6,27.2,master_account,0,Ukraine,"21,485",12.5,9%,55:45:00,"Geography,Business & Management,Physics & Astronomy,Psychology,Economics & Econometrics,Mathematics & Statistics,Architecture,Electrical & Electronic Engineering,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,General Engineering,Biological Sciences,Chemistry,Medicine & Dentistry,Education,Veterinary Science,Civil Engineering,Law,Languages, Literature & Linguistics,Archaeology,Other Health,Art, Performing Arts & Design,Computer Science,Sport Science,Accounting & Finance,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Sociology",FALSE,FALSE,9.7–22.7
Volgograd State Technical University,17.8,9.3,22.9,18.5,27.9,master_account,0,Russian Federation,"12,884",13.9,10%,30 : 70,"Architecture,Economics & Econometrics,Civil Engineering,Computer Science,General Engineering,Mechanical & Aerospace Engineering,Accounting & Finance,Chemical Engineering,Electrical & Electronic Engineering,Art, Performing Arts & Design,Business & Management,Physics & Astronomy",FALSE,FALSE,9.7–22.7
Voronezh State University,22.7,10.7,7.7,17.4,37,master_account,0,Russian Federation,"16,386",11.1,15%,52:48:00,"Other Health,Sociology,Archaeology,Politics & International Studies (incl Development Studies),Economics & Econometrics,Mathematics & Statistics,Education,Biological Sciences,Psychology,Chemical Engineering,Law,History, Philosophy & Theology,Chemistry,Business & Management,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Geography,Physics & Astronomy,Accounting & Finance,Computer Science,Communication & Media Studies",FALSE,FALSE,9.7–22.7
Voronezh State Technical University,20.5,8.5,29.8,18.8,23.9,master_account,0,Russian Federation,"10,060",13.5,6%,36 : 64,"Archaeology,Mechanical & Aerospace Engineering,General Engineering,Computer Science,Accounting & Finance,History, Philosophy & Theology,Civil Engineering,Chemical Engineering,Biological Sciences,Electrical & Electronic Engineering,Economics & Econometrics,Architecture,Other Health,Communication & Media Studies,Business & Management",FALSE,FALSE,9.7–22.7
University of Warmia and Mazury in Olsztyn,16.9,13.5,35.3,21.8,23.3,master_account,0,Poland,"16,899",17.5,3%,60:40:00,"Veterinary Science,Electrical & Electronic Engineering,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Education,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Biological Sciences,General Engineering,Computer Science,Other Health,Physics & Astronomy,History, Philosophy & Theology,Communication & Media Studies,Sport Science,Medicine & Dentistry,Business & Management,Architecture,Law,Economics & Econometrics,Mathematics & Statistics,Chemistry,Psychology,Languages, Literature & Linguistics,Sociology,Accounting & Finance",FALSE,FALSE,9.7–22.7
University of West Attica,10,9.7,34.7,22.8,24.9,master_account,0,Greece,"37,470",37.9,0%,50:50:00,"Agriculture & Forestry,Other Health,Business & Management,General Engineering,Art, Performing Arts & Design,Education,Architecture,Electrical & Electronic Engineering,Accounting & Finance,Computer Science,Civil Engineering,Mechanical & Aerospace Engineering",FALSE,FALSE,9.7–22.7
Yanshan University,19.5,11.7,34.5,36,20.4,master_account,0,China,"39,191",13.4,1%,39 : 61,"Languages, Literature & Linguistics,Mathematics & Statistics,Architecture,Sport Science,Civil Engineering,Accounting & Finance,Biological Sciences,Business & Management,Art, Performing Arts & Design,Physics & Astronomy,Computer Science,Chemistry,Mechanical & Aerospace Engineering,Economics & Econometrics,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),General Engineering,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering",FALSE,FALSE,9.7–22.7
Yeditepe University,22,12.4,17.6,59.3,38.8,master_account,0,Turkey,"17,378",27.5,6%,55:45:00,"Mechanical & Aerospace Engineering,Economics & Econometrics,Biological Sciences,Business & Management,General Engineering,Sociology,Medicine & Dentistry,Physics & Astronomy,History, Philosophy & Theology,Mathematics & Statistics,Accounting & Finance,Computer Science,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Civil Engineering,Law,Architecture,Electrical & Electronic Engineering,Psychology,Other Health,Communication & Media Studies,Languages, Literature & Linguistics,Chemical Engineering,Education",FALSE,FALSE,9.7–22.7
Yerevan State University,23.9,8.6,26.8,16.4,38.1,master_account,0,Armenia,"13,838",8,2%,53:47:00,"History, Philosophy & Theology,Business & Management,Archaeology,Computer Science,Geology, Environmental, Earth & Marine Sciences,Geography,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Other Health,Economics & Econometrics,Accounting & Finance,Biological Sciences,Psychology,Chemistry,Languages, Literature & Linguistics,Sociology,Education,Law,Physics & Astronomy,Communication & Media Studies",FALSE,FALSE,9.7–22.7
Yogyakarta State University,16.9,10.5,28.8,23.1,30.6,master_account,0,Indonesia,"24,073",16.3,1%,61:39:00,"Mathematics & Statistics,General Engineering,Communication & Media Studies,Geography,Computer Science,Chemistry,History, Philosophy & Theology,Accounting & Finance,Electrical & Electronic Engineering,Psychology,Biological Sciences,Sociology,Geology, Environmental, Earth & Marine Sciences,Law,Business & Management,Sport Science,Economics & Econometrics,Art, Performing Arts & Design,Physics & Astronomy,Education,Architecture,Civil Engineering,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Languages, Literature & Linguistics",FALSE,FALSE,9.7–22.7
Zonguldak Bülent Ecevit University,12.5,11.2,21.6,48.1,26.4,master_account,0,Turkey,"29,329",22.4,8%,57:43:00,"Electrical & Electronic Engineering,Medicine & Dentistry,Mathematics & Statistics,Physics & Astronomy,Mechanical & Aerospace Engineering,Psychology,Geology, Environmental, Earth & Marine Sciences,Computer Science,Politics & International Studies (incl Development Studies),Geography,Business & Management,Chemical Engineering,Accounting & Finance,Sociology,Veterinary Science,Other Health,Chemistry,Biological Sciences,History, Philosophy & Theology,General Engineering,Sport Science,Economics & Econometrics,Education,Languages, Literature & Linguistics,Civil Engineering,Art, Performing Arts & Design,Agriculture & Forestry,Archaeology,Communication & Media Studies",FALSE,FALSE,9.7–22.7
Abbes Laghrour University of Khenchala,n/a,n/a,n/a,n/a,n/a,master_account,0,Algeria,"18,085",26.1,0%,70:30:00,"Languages, Literature & Linguistics,Chemical Engineering,Economics & Econometrics,Computer Science,Politics & International Studies (incl Development Studies),General Engineering,Sociology,Mathematics & Statistics,Business & Management,Agriculture & Forestry,Psychology,Biological Sciences,Law,Civil Engineering,Accounting & Finance,Physics & Astronomy,History, Philosophy & Theology,Chemistry,Electrical & Electronic Engineering,Communication & Media Studies",FALSE,FALSE,n/a
Abbottabad University of Science and Technology,n/a,n/a,n/a,n/a,n/a,master_account,0,Pakistan,"4,200",13.3,0%,31 : 69,"Computer Science,Business & Management,Mathematics & Statistics,Agriculture & Forestry,Psychology,Physics & Astronomy,Chemistry,Biological Sciences,Economics & Econometrics,Languages, Literature & Linguistics,Veterinary Science,General Engineering,Geology, Environmental, Earth & Marine Sciences,Sociology,Other Health",FALSE,FALSE,n/a
Abdelhafid Boussouf University Center of Mila,n/a,n/a,n/a,n/a,n/a,master_account,0,Algeria,"11,027",24.9,0%,72:28:00,"Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,General Engineering,Economics & Econometrics,Mathematics & Statistics,Civil Engineering,Business & Management,Law,Biological Sciences,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Accounting & Finance,Computer Science",FALSE,FALSE,n/a
Abdullah Gül University,n/a,n/a,n/a,n/a,n/a,master_account,0,Turkey,"2,944",22.5,9%,46:54:00,"Biological Sciences,Physics & Astronomy,Politics & International Studies (incl Development Studies),Computer Science,Chemical Engineering,Architecture,Business & Management,Economics & Econometrics,Accounting & Finance,Mechanical & Aerospace Engineering,General Engineering,Mathematics & Statistics,Electrical & Electronic Engineering,Chemistry,Psychology,Civil Engineering,Sociology",FALSE,FALSE,n/a
Abertay University,n/a,n/a,n/a,n/a,n/a,master_account,0,United Kingdom,"4,205",23.4,21%,47:53:00,"Other Health,Business & Management,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Sociology,Computer Science,Sport Science,Agriculture & Forestry,Civil Engineering,Accounting & Finance,Chemistry,Biological Sciences,Law,Psychology,General Engineering",FALSE,FALSE,n/a
Abia State University,n/a,n/a,n/a,n/a,n/a,master_account,0,Nigeria,"21,502",45.8,0%,49:51:00,"Languages, Literature & Linguistics,Mathematics & Statistics,Medicine & Dentistry,Economics & Econometrics,Physics & Astronomy,Other Health,Electrical & Electronic Engineering,Communication & Media Studies,Computer Science,Politics & International Studies (incl Development Studies),Business & Management,Accounting & Finance,Architecture,Sociology,Geography,Biological Sciences,History, Philosophy & Theology,Education,Agriculture & Forestry,Law,Civil Engineering,Chemistry,Mechanical & Aerospace Engineering",FALSE,FALSE,n/a
Abrar University,n/a,n/a,n/a,n/a,n/a,master_account,0,Somalia,495,5.5,0%,40 : 60,"Agriculture & Forestry,Veterinary Science,Computer Science,Other Health,Medicine & Dentistry,Civil Engineering,Economics & Econometrics",FALSE,FALSE,n/a
Ada Kent University,n/a,n/a,n/a,n/a,n/a,master_account,0,Northern Cyprus,911,1,19%,39 : 61,"Other Health,Education,Languages, Literature & Linguistics,Medicine & Dentistry,Psychology,Law",FALSE,FALSE,n/a
Adventist University of Central Africa,n/a,n/a,n/a,n/a,n/a,master_account,0,Rwanda,"3,174",31.7,11%,44:56:00,"Languages, Literature & Linguistics,Business & Management,Economics & Econometrics,Accounting & Finance,History, Philosophy & Theology,Computer Science,Geography,Other Health,Sociology,Medicine & Dentistry",FALSE,FALSE,n/a
AECC University College,n/a,n/a,n/a,n/a,n/a,master_account,0,United Kingdom,780,19.5,39%,45:55:00,"Sport Science,Psychology,Other Health",FALSE,FALSE,n/a
University Center of Aflou,n/a,n/a,n/a,n/a,n/a,master_account,0,Algeria,"4,532",23.7,0%,48:52:00,"Law,Sociology,History, Philosophy & Theology,Economics & Econometrics,Art, Performing Arts & Design,Psychology,Computer Science,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Business & Management,Education,Languages, Literature & Linguistics,Accounting & Finance",FALSE,FALSE,n/a
University of Agronomic Sciences and Veterinary Medicine of Bucharest,n/a,n/a,n/a,n/a,n/a,master_account,0,Romania,"11,560",16.7,3%,49:51:00,"Agriculture & Forestry,Business & Management,Veterinary Science,Civil Engineering,Biological Sciences",FALSE,FALSE,n/a
Universitas Ahmad Dahlan,n/a,n/a,n/a,n/a,n/a,master_account,0,Indonesia,"25,871",34.6,1%,61:39:00,"Accounting & Finance,Economics & Econometrics,Electrical & Electronic Engineering,Chemistry,Physics & Astronomy,Communication & Media Studies,Chemical Engineering,Psychology,Languages, Literature & Linguistics,Computer Science,Law,Mathematics & Statistics,Business & Management,Biological Sciences,Other Health,Medicine & Dentistry,Education",FALSE,FALSE,n/a
University of Ahmed Draia,n/a,n/a,n/a,n/a,n/a,master_account,0,Algeria,"14,520",28,0%,59:41:00,"Computer Science,Sociology,Chemistry,Physics & Astronomy,Accounting & Finance,Chemical Engineering,History, Philosophy & Theology,Communication & Media Studies,Mathematics & Statistics,Biological Sciences,Business & Management,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Law,General Engineering,Civil Engineering,Economics & Econometrics",FALSE,FALSE,n/a
Aichi Prefectural University,n/a,n/a,n/a,n/a,n/a,master_account,0,Japan,"3,260",15.4,1%,72:28:00,"Languages, Literature & Linguistics,Psychology,Other Health,History, Philosophy & Theology,Education,Communication & Media Studies,Sociology,Computer Science,Geography",FALSE,FALSE,n/a
Université d’Ain Témouchent,n/a,n/a,n/a,n/a,n/a,master_account,0,Algeria,"12,202",17.2,1%,64:36:00,"Civil Engineering,Law,Electrical & Electronic Engineering,Business & Management,Biological Sciences,Agriculture & Forestry,Communication & Media Studies,Mechanical & Aerospace Engineering,Sociology,Computer Science,Economics & Econometrics,Physics & Astronomy,Languages, Literature & Linguistics,Chemistry,Mathematics & Statistics,Chemical Engineering,Accounting & Finance",FALSE,FALSE,n/a
Ajeenkya DY Patil University,n/a,n/a,n/a,n/a,n/a,master_account,0,India,"2,735",15.8,1%,0.806944444,"Art, Performing Arts & Design,Psychology,Biological Sciences,Communication & Media Studies,Economics & Econometrics,Languages, Literature & Linguistics,Accounting & Finance,Other Health,Law,Architecture,Business & Management,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Computer Science",FALSE,FALSE,n/a
Ajman University,n/a,n/a,n/a,n/a,n/a,master_account,0,United Arab Emirates,"4,823",15.1,82%,59:41:00,"Communication & Media Studies,Other Health,Electrical & Electronic Engineering,Sociology,Architecture,Mechanical & Aerospace Engineering,Education,Medicine & Dentistry,Law,Civil Engineering,Business & Management,Computer Science,Accounting & Finance,General Engineering,Psychology",FALSE,FALSE,n/a
Akhmet Yassawi University,n/a,n/a,n/a,n/a,n/a,master_account,0,Kazakhstan,"10,010",8.6,10%,60:40:00,"Business & Management,Languages, Literature & Linguistics,Agriculture & Forestry,Sport Science,Chemistry,Accounting & Finance,Geography,Electrical & Electronic Engineering,Medicine & Dentistry,Mathematics & Statistics,Art, Performing Arts & Design,History, Philosophy & Theology,Physics & Astronomy,Computer Science,Sociology,General Engineering,Law,Communication & Media Studies,Education,Politics & International Studies (incl Development Studies),Economics & Econometrics,Biological Sciences",FALSE,FALSE,n/a
Akita Prefectural University,n/a,n/a,n/a,n/a,n/a,master_account,0,Japan,"1,823",8.9,1%,27 : 73,"Agriculture & Forestry,Psychology,Electrical & Electronic Engineering,Sociology,Computer Science,Chemistry,Accounting & Finance,History, Philosophy & Theology,Communication & Media Studies,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Biological Sciences,Law,Languages, Literature & Linguistics,Sport Science,Business & Management,General Engineering,Physics & Astronomy,Chemical Engineering,Education,Architecture,Mathematics & Statistics",FALSE,FALSE,n/a
